일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,조식_밥,조식_국,조식_반찬,점심_밥,점심_국,점심_반찬,저녁_밥,저녁_국,저녁_반찬
2017-08-03,목,2645,451,207,301,0.0,776.0,401.0,쇠고기죽/쌀밥,대구찌개,도라지나물,쌀밥/잡곡밥,오이미역냉국,닭오븐구이,콩나물밥,가쯔오장국,쇠고기장조림
2017-08-04,금,2645,544,238,55,0.0,668.0,354.0,땅콩죽/쌀밥,감자국,김실파무침,쌀밥/잡곡밥,콩나물국,제육볶음,쌀밥/잡곡밥,차돌박이찌개,치킨텐더
2017-08-07,월,2645,428,168,351,0.0,1078.0,497.0,누룽지탕/쌀밥,된장찌개,김자반,쌀밥/잡곡밥,어묵국,쇠고기낙지볶음,쌀밥/잡곡밥,근대국,등갈비김치찜
2017-08-08,화,2645,414,207,350,0.0,842.0,445.0,야채죽/쌀밥,들깨버섯국,연근조림,쌀밥/잡곡밥,미역국,닭갈비,해물굴소스볶음밥,가쯔오장국,비빔메밀국수
2017-08-09,수,2645,428,210,0,0.0,946.0,372.0,누룽지탕/쌀밥,열무된장국,콩나물무침,쌀밥/잡곡밥,도토리묵냉국,수제돈까스,쌀밥/잡곡밥,뼈해장국,고등어조림
2017-08-10,목,2645,438,228,292,0.0,777.0,438.0,홍게살죽/쌀밥,우거지해장국,영양부추생채,쌀밥/잡곡밥,돈육김치찌개,갈치구이,멸치주먹밥,물냉면,케이준샐러드
2017-08-11,금,2645,566,240,66,0.0,710.0,393.0,고구마죽/쌀밥,무채국,시금치나물,쌀밥/잡곡밥,고추장찌개,돈육보쌈,쌀밥/잡곡밥,오징어국,깐풍기
2017-08-14,월,2645,863,131,114,0.0,692.0,275.0,누룽지탕/쌀밥,김치국,감자조림,쌀밥/잡곡밥,된장찌개,짬뽕불고기,쌀밥/잡곡밥,콩가루배추국,양파치킨
2017-08-16,수,2645,403,180,0,0.0,973.0,433.0,쇠고기죽/쌀밥,고추장찌개,문어꽈리초조림,쌀밥/잡곡밥,쇠고기무국,오징어볶음*소면,쌀밥/잡곡밥,콩나물국,돼지갈비찜
2017-08-17,목,2645,357,221,380,0.0,823.0,507.0,누룽지탕/쌀밥,황태국,느타리애호박볶음,쌀밥/잡곡밥,들깨시래기국,매운닭찜,김치볶음밥,어묵우동,미니햄버거
2017-08-18,금,2645,396,272,61,0.0,731.0,484.0,양송이죽/쌀밥,차돌박이찌개,멸치볶음,짜장밥,맑은국,해물까스*칠리소스,쌀밥/잡곡밥,해물순두부찌개,유자청제육볶음
2017-08-21,월,2645,74,169,618,0.0,1232.0,673.0,버섯죽/쌀밥,북어해장국,시금치프리타타,쌀밥/잡곡밥,조랭이떡미역국,소고기불고기,쌀밥/잡곡밥,참치김치찌개,안동찜닭
2017-08-22,화,2645,74,213,484,0.0,1053.0,604.0,잣죽/쌀밥,감자국,버섯볶음,쌀밥/잡곡밥,해물된장찌개,표고버섯탕수육,충무김밥,유부주머니국,오징어무침
2017-08-23,수,2645,72,215,0,0.0,953.0,537.0,누룽지탕/쌀밥,연두부국,얼갈이나물,곤드레밥*강된장,가쯔오장국,가자미양념찜,쌀밥/잡곡밥,청국장찌개,돈육모듬장조림
2017-08-24,목,2645,78,259,344,0.0,843.0,489.0,새우살죽/쌀밥,어묵국,고구마줄기볶음,쌀밥/잡곡밥,쇠고기샤브국,주꾸미굴소스볶음,김치주먹밥,콩국수,타코야끼
2017-08-25,금,2645,164,310,55,0.0,594.0,354.0,흑임자죽/쌀밥,호박새우젓찌개,김자반,쌀밥/잡곡밥,알탕,미트볼케찹조림,쌀밥/잡곡밥,고추장찌개,생선까스*탈탈소스
2017-08-28,월,2645,169,225,337,0.0,1191.0,514.0,누룽지탕/쌀밥,근대국,명엽채무침,쌀밥/잡곡밥,콩나물국,돈육간장불고기,쌀밥/잡곡밥,닭곰탕,고등어김치말이
2017-08-29,화,2645,121,260,294,0.0,877.0,609.0,해물죽/쌀밥,매운버섯국,취나물,쌀밥/잡곡밥,배추된장국,닭갈비,유부초밥,냉모밀국수,깐풍육
2017-08-30,수,2645,116,270,0,0.0,898.0,395.0,누룽지탕/쌀밥,오징어국,도라지볶음,산채비빔밥,미소장국,언양식불고기,쌀밥/잡곡밥,부대찌개,해물청경채볶음
2017-08-31,목,2645,110,281,189,0.0,852.0,487.0,홍게살죽/쌀밥,무채국,미역줄기볶음,쌀밥/잡곡밥,육개장,굴비구이,쌀밥/잡곡밥,옛날돈까스,브로컬리크림스프
2017-09-04,월,2642,113,243,416,0.0,1168.0,581.0,누룽지탕/쌀밥,아욱국,진미채무침,쌀밥/잡곡밥,북어국,버섯불고기,쌀밥/잡곡밥,콩나물김치국,가자미튀김
2017-09-05,화,2642,74,265,390,0.0,924.0,518.0,표고버섯죽/쌀밥,민물새우찌개,꽈리고추찜,쌀밥/잡곡밥,연두부탕,등갈비김치찜,닭갈비볶음밥,가쯔오장국,크림카레우동
2017-09-06,수,2642,69,275,0,0.0,922.0,503.0,누룽지탕/쌀밥,어묵국,참나물무침,쌀밥/잡곡밥,꽃게탕,마늘치킨,쌀밥/잡곡밥,해물된장찌개,돈육굴소스볶음
2017-09-07,목,2642,78,279,358,0.0,926.0,455.0,팥죽/쌀밥,얼갈이된장국,콩나물무침,쌀밥/잡곡밥,쇠고기미역국,오징어볶음*소면,볶음밥/짜장소스,맑은국,고추잡채*꽃빵
2017-09-08,금,2642,155,305,66,0.0,662.0,494.0,닭죽/쌀밥,감자국,브로컬리들깨찜,쌀밥/잡곡밥,열무된장국,동파육,쌀밥/잡곡밥,콩비지찌개,유린기
2017-09-11,월,2642,101,203,478,0.0,1350.0,510.0,누룽지탕/쌀밥,두부김치국,숙주나물,쌀밥/잡곡밥,시래기된장국,유자청제육볶음,쌀밥/잡곡밥,소고기무국,주꾸미굴소스볶음
2017-09-12,화,2642,72,242,430,0.0,993.0,540.0,새우살죽/쌀밥,대구찌개,무나물,쌀밥/잡곡밥,차돌박이찌개,해물누룽지탕,김밥,잔치국수,야채튀김
2017-09-13,수,2642,57,253,0,0.0,945.0,476.0,누룽지탕/쌀밥,선지해장국,연근조림,카레라이스,미소장국,떡갈비조림,쌀밥/잡곡밥,미역국,돼지갈비찜
2017-09-14,목,2642,68,291,317,0.0,860.0,437.0,흑임자죽/쌀밥,오징어국,김구이,쌀밥/잡곡밥,고사리육개장,닭찜,빠에야,쌀국수,고구마오븐구이
2017-09-15,금,2642,198,290,70,0.0,602.0,454.0,야채죽/쌀밥,재첩국,미역줄기볶음,쌀밥/잡곡밥,참치김치찌개,단호박장조림,쌀밥/잡곡밥,된장찌개,돈육간장강정
2017-09-18,월,2642,93,220,501,0.0,1214.0,552.0,누룽지탕/쌀밥,무청된장국,김자반,쌀밥/잡곡밥,해물순두부찌개,언양식불고기,쌀밥/잡곡밥,아욱국,후르츠탕수육
2017-09-19,화,2642,49,246,432,0.0,958.0,567.0,잣죽/쌀밥,고추장찌개,콩조림,쌀밥/잡곡밥,들깨버섯국,소고기낙지볶음,충무김밥,나가사끼짬뽕,오징어초무침
2017-09-20,수,2642,62,279,0,0.0,890.0,411.0,누룽지탕/쌀밥,쇠고기무국,시래기조림,콩나물밥,가쯔오국,감자프리타타,쌀밥/잡곡밥,김치국,해물청경채볶음
2017-09-21,목,2642,70,280,334,0.0,820.0,546.0,소라살죽/쌀밥,북어해장국,파래무침,쌀밥/잡곡밥,쇠고기샤브국,꽁치구이,치킨마요덮밥,꼬지어묵탕,수제칠리핫도그
2017-09-22,금,2642,174,291,67,0.0,735.0,490.0,소고기죽/쌀밥,콩나물국,오이무침,쌀밥/잡곡밥,콩가루배추국,순살양념치킨,쌀밥/잡곡밥,설렁탕,김치전
2017-09-25,월,2642,97,258,385,0.0,1099.0,592.0,누룽지탕/쌀밥,어묵국,느타리호박볶음,쌀밥/잡곡밥,근대국,짬뽕불고기,쌀밥/잡곡밥,부대찌개*라면사리,갈치구이
2017-09-26,화,2642,81,261,342,0.0,902.0,573.0,견과류죽/쌀밥,매운버섯국,꽈리고추찜,쌀밥/잡곡밥,시래기들깨탕,닭갈비,참치주먹밥,김치우동,오징어튀김
2017-09-28,목,2642,102,263,202,0.0,589.0,473.0,양송이죽/쌀밥,올챙이만두국,열무나물,쌀밥/잡곡밥,차돌박이찌개,매운주꾸미볶음,오므라이스,맑은장국,돈가스또띠아
2017-10-10,화,2645,105,209,641,0.0,1265.0,746.0,잣죽/쌀밥,북어국,김자반,쌀밥/잡곡밥,아욱국,훈제오리구이,쌀밥/잡곡밥,동태찌개,돈육굴소스볶음
2017-10-11,수,2645,60,250,0,0.0,1109.0,613.0,누룽지탕/쌀밥,꽃게탕,두부조림,쌀밥/잡곡밥,고추장찌개,레몬탕수육,후난식볶음밥,잔치국수,새우까스*탈탈소스
2017-10-12,목,2645,46,269,1017,0.0,989.0,626.0,쇠고기죽/쌀밥,감자국,볼어묵볶음,쌀밥/잡곡밥,해물된장찌개,닭찜,쌀밥/잡곡밥,순두부찌개,소고기숙주볶음
2017-10-13,금,2645,63,268,86,0.0,1015.0,628.0,누룽지탕/쌀밥,호박젓국찌개,마늘쫑볶음,쌀밥/잡곡밥,쇠고기무국,오징어볶음*소면,쌀밥/잡곡밥,어묵국,등갈비김치찜
2017-10-16,월,2645,90,225,464,0.0,1173.0,497.0,누룽지탕/쌀밥,시래기국,김구이,쌀밥/잡곡밥,차돌박이찌개,제육볶음,쌀밥/잡곡밥,콩나물국,닭오븐구이
2017-10-17,화,2645,56,258,453,0.0,848.0,555.0,흑임자죽/쌀밥,무채국,동전쥐포무침,쌀밥/잡곡밥,근대국,고등어조림,목살필라프,단호박스프,로제스파게티
2017-10-18,수,2645,45,270,0,0.0,814.0,490.0,누룽지탕/쌀밥,오징어국,단배추나물,쌀밥/잡곡밥,민물새우찌개,수제돈가스,쌀밥/잡곡밥,얼갈이된장국,소고기모듬장조림
2017-10-19,목,2645,67,282,341,0.0,901.0,514.0,땅콩죽/쌀밥,선지해장국,연근조림,쌀밥/잡곡밥,새알미역국,유린기,산채비빔밥,유부장국,수제고로케
2017-10-20,금,2645,190,301,53,0.0,533.0,416.0,닭죽/쌀밥,김치국,멸치볶음,쌀밥/잡곡밥,쇠고기매운버섯국,해물청경채볶음,쌀밥/잡곡밥,된장찌개,코다리강정
2017-10-23,월,2645,116,250,435,0.0,1115.0,538.0,누룽지탕/쌀밥,호박젓국찌개,명엽채무침,쌀밥/잡곡밥,콩나물국,버섯불고기,쌀밥/잡곡밥,수제비국,닭강정
2017-10-24,화,2645,65,258,400,0.0,1037.0,439.0,양송이죽/쌀밥,재첩국,검정콩조림,쌀밥/잡곡밥,배추된장국,쭈꾸미볶음,볶음밥*자장소스,계란파국,떡볶이
2017-10-26,목,2645,101,302,251,0.0,824.0,405.0,야채죽/쌀밥,아욱국,호박나물,쌀밥/잡곡밥,육개장,치킨핑거,멸치주먹밥,김치국수,소고기퀘사디아
2017-10-27,금,2645,210,309,57,0.0,567.0,327.0,단호박죽/쌀밥,피바지락국,콩나물무침,쌀밥/잡곡밥,시금치국,돼지갈비찜,쌀밥/잡곡밥,콩비지찌개,가자미카레튀김
2017-10-30,월,2645,124,250,374,0.0,1150.0,589.0,누룽지탕/쌀밥,황태국,오이무침,쌀밥/잡곡밥,들깨시래기국,닭갈비,쌀밥/잡곡밥,돈육김치찌개,꽁치구이
2017-10-31,화,2645,63,290,238,0.0,955.0,503.0,홍게살죽/쌀밥,두부젓국찌개,고구마순나물,쌀밥/잡곡밥,근대국,돈삼겹보쌈,오므라이스,가쯔오장국,해물까스*탈탈소스
2017-11-01,수,2644,63,279,0,0.0,815.0,424.0,누룽지탕/쌀밥,꽃게탕,감자채햄볶음,카레덮밥,맑은국,개성감자만두,쌀밥/잡곡밥,순두부찌개,깐풍기
2017-11-02,목,2644,53,304,333,0.0,854.0,469.0,밤죽/쌀밥,감자국,진미채무침,쌀밥/잡곡밥,사골떡국,오징어볶음,통새우김밥,우동,찹쌀순대볶음
2017-11-03,금,2644,173,304,58,0.0,644.0,406.0,팥죽/쌀밥,콩나물김치국,미역나물,쌀밥/잡곡밥,된장찌개,누룽지탕수육,쌀밥/잡곡밥,닭개장,미트볼케찹조림
2017-11-06,월,2644,93,244,452,0.0,1167.0,451.0,누룽지탕/쌀밥,차돌박이찌개,김구이,쌀밥/잡곡밥,콩가루배추국,짬뽕불고기,쌀밥/잡곡밥,어묵국,소고기장조림
2017-11-07,화,2644,75,268,462,0.0,943.0,522.0,새송이죽/쌀밥,콩나물김치국,땅콩멸치볶음,쌀밥/잡곡밥,오징어국,수제돈까스,유부초밥,잔치국수,감자치즈오븐구이
2017-11-08,수,2644,60,276,0,0.0,780.0,397.0,누룽지탕/쌀밥,선지해장국,우엉조림,콩나물밥,미역장국,언양식불고기,쌀밥/잡곡밥,쇠고기샤브국,해물청경채볶음
2017-11-09,목,2644,90,287,347,0.0,797.0,414.0,닭죽/쌀밥,고추장찌개,문어꽈리초조림,쌀밥/잡곡밥,해물된장찌개,매운닭찜,낙지덮밥,유부장국,동그랑땡전
2017-11-10,금,2644,184,292,56,0.0,630.0,397.0,고구마죽/쌀밥,무채국,브로컬리초장,쌀밥/잡곡밥,올갱이아욱국,등갈비김치찜,쌀밥/잡곡밥,소고기무국,임연수엿장조림
2017-11-13,월,2644,107,240,525,0.0,1017.0,547.0,누룽지탕/쌀밥,민물새우찌개,김자반,쌀밥/잡곡밥,시금치국,소고기불고기,쌀밥/잡곡밥,연두부탕,훈제오리떡볶음
2017-11-14,화,2644,78,269,388,0.0,924.0,515.0,야채죽/쌀밥,올챙이만두국,콩나물무침,쌀밥/잡곡밥,새알미역국,돼지갈비찜,볶음밥,계란국,짜장면
2017-11-15,수,2644,87,276,0,0.0,895.0,363.0,누룽지탕/쌀밥,대구매운탕,아삭고추무침,곤드레밥*간장양념,청양된장찌개,굴비구이,쌀밥/잡곡밥,뼈감자탕,해물까스*탈탈소스
2017-11-16,목,2644,129,283,347,0.0,736.0,437.0,새우살죽/쌀밥,시래기국,어묵볶음,쌀밥/잡곡밥,북어계란국,찜닭,쌀밥/잡곡밥,수제비국,김치두루치기
2017-11-17,금,2644,213,311,58,0.0,640.0,332.0,크림누룽지탕/쌀밥,홍합탕,단배추나물,쌀밥/잡곡밥,콩비지찌개,미니채소떡갈비,쌀밥/잡곡밥,토란탕,주꾸미굴소스볶음
2017-11-20,월,2644,107,237,517,0.0,1115.0,569.0,누룽지탕/쌀밥,호박젓국찌개,진미채무침,쌀밥/잡곡밥,차돌박이찌개,오징어볶음,쌀밥/잡곡밥,알탕,동파삼겹수육
2017-11-21,화,2644,77,256,435,0.0,954.0,486.0,양송이죽/쌀밥,김치두부국,꽈리고추찜,쌀밥/잡곡밥,어묵국,순살파닭,닭갈비볶음밥,쌀국수,수제고로케
2017-11-22,수,2644,64,277,0,0.0,817.0,424.0,누룽지탕/쌀밥,버섯매운탕,땅콩조림,단호박영양밥,가쯔오장국,돈육칠리강정,쌀밥/잡곡밥,배추된장국,쇠고기장조림
2017-11-23,목,2644,122,288,305,0.0,758.0,433.0,쇠고기죽/쌀밥,콩나물국,김잔파무침,쌀밥/잡곡밥,쇠고기무국,갈치구이,꼬마김밥*겨자장,김치우동,치킨핑거
2017-11-24,금,2644,210,303,63,0.0,563.0,378.0,김치죽/쌀밥,북어국,멸치크랜베리볶음,쌀밥/잡곡밥,꽃게탕,돈육굴소스볶음,쌀밥/잡곡밥,육개장,새우까스*탈탈소스
2017-11-27,월,2644,132,262,402,0.0,1065.0,483.0,누룽지탕/쌀밥,감자국,브로컬리들깨찜,쌀밥/잡곡밥,아욱국,버섯불고기,쌀밥/잡곡밥,쇠고기미역국,닭갈비
2017-11-28,화,2644,112,265,347,0.0,929.0,517.0,표고버섯죽/쌀밥,맑은만두육개장,호박나물,쌀밥/잡곡밥,연두부탕,사천식탕수육,참치주먹밥,짬뽕,고구마그라탕
2017-11-30,목,2644,97,267,256,0.0,781.0,511.0,누룽지탕/쌀밥,고추장찌개,도라지나물,쌀밥/잡곡밥,들깨시래기국,제육볶음,목살필라프,로제파스타/스프,홍시드레싱샐러드
2017-12-01,금,2665,243,268,136,0.0,660.0,381.0,땅콩죽/쌀밥,피바지락국,미역줄기볶음,쌀밥/잡곡밥,동태탕,찜닭,쌀밥/잡곡밥,열무된장국,수제돈가스
2017-12-04,월,2665,117,206,868,0.0,1142.0,625.0,누룽지탕/쌀밥,콩나물국,명엽채볶음,쌀밥/잡곡밥,들깨무채국,돈육피망볶음,쌀밥/잡곡밥,김치찌개,유린기
2017-12-05,화,2665,60,225,871,0.0,939.0,571.0,흑임자죽/쌀밥,버섯매운탕,감자채햄볶음,쌀밥/잡곡밥,소고기된장찌개,낙지볶음,참치회덮밥,미소장국,또띠아피자
2017-12-06,수,2665,78,254,0,0.0,860.0,414.0,누룽지탕/쌀밥,매생이굴국,숙주나물,콩나물밥,유부주머니국,생선까스&탈탈소스,쌀밥/잡곡밥,쇠고기샤브국,꽁치김치찜
2017-12-07,목,2665,98,270,608,0.0,740.0,509.0,팥죽/쌀밥,홍합탕,아삭고추무침,쌀밥/잡곡밥,봄동된장국,닭볶음탕,김밥,잔치국수,타코야끼
2017-12-08,금,2665,169,304,141,0.0,682.0,407.0,소라살죽/쌀밥,닭개장,연근조림,쌀밥/잡곡밥,부대찌개,미트볼케찹조림,쌀밥/잡곡밥,설렁탕,김치전
2017-12-11,월,2665,93,219,748,0.0,1165.0,536.0,누룽지탕/쌀밥,북어국,김잔파무침,쌀밥/잡곡밥,해물된장찌개,돈육굴소스볶음,쌀밥/잡곡밥,배추국,쇠고기장조림
2017-12-12,화,2665,73,237,604,0.0,884.0,641.0,닭죽/쌀밥,선지해장국,감자조림,쌀밥/잡곡밥,차돌박이찌개,해물누룽지탕,김치볶음밥,어묵우동,미니햄버거
2017-12-13,수,2665,67,246,0,0.0,978.0,430.0,누룽지탕/쌀밥,김치국,치커리유자청무침,카레라이스,미소장국,떡갈비조림,쌀밥/잡곡밥,새알미역국,닭갈비
2017-12-14,목,2665,105,266,309,0.0,875.0,405.0,녹두죽/쌀밥,어묵국,꽈리고추찜,쌀밥/잡곡밥,우거지해장국,명태코다리조림,멸치주먹밥,나가사끼짬뽕,소고기퀘사디아
2017-12-15,금,2665,208,288,48,0.0,618.0,426.0,땅콩죽/쌀밥,꽃게탕,두부쑥갓무침,쌀밥/잡곡밥,들깨시래기국,표고버섯탕수육,쌀밥/잡곡밥,올갱이아욱국,등갈비김치찜
2017-12-18,월,2665,140,230,156,0.0,1149.0,418.0,누룽지탕/쌀밥,호박젓국찌개,쥐포무침,쌀밥/잡곡밥,오징어국,버섯불고기,쌀밥/잡곡밥,돈육김치찌개,가자미카레튀김
2017-12-19,화,2665,109,269,146,0.0,715.0,345.0,야채죽/쌀밥,대구매운탕,감자채볶음,쌀밥/잡곡밥,달래된장국,주꾸미볶음,볶음밥*짜장소스,맑은국,닭오븐구이
2017-12-20,수,2665,108,262,0,0.0,814.0,396.0,누룽지탕/쌀밥,쇠고기무국,멸치볶음,쌀밥/잡곡밥,민물새우찌개,동파육,쌀밥/잡곡밥,근대국,고추잡채*꽃빵
2017-12-21,목,2665,127,262,102,0.0,692.0,380.0,양송이죽/쌀밥,고추장찌개,김자반,쌀밥/잡곡밥,순두부찌개,훈제오리구이,작은밥,바지락수제비,찹쌀순대볶음
2017-12-22,금,2665,239,270,34,0.0,565.0,482.0,김치죽/쌀밥,시금치된장국,브로컬리무침,쌀밥/잡곡밥,콩나물국,간장마늘치킨,쌀밥/잡곡밥,황태무채국,유자청제육볶음
2017-12-26,화,2665,267,227,62,0.0,915.0,176.0,잣죽/쌀밥,김치두부국,진미채무침,쌀밥/잡곡밥,꽃게탕,언양식불고기,쌀밥/잡곡밥,청국장찌개,돈육계란장조림
2017-12-28,목,2665,240,260,55,0.0,311.0,245.0,견과류죽/쌀밥,피바지락국,치커리사과무침,쌀밥/잡곡밥,아욱된장국,돼지갈비찜,쌀밥/잡곡밥,옛날왕돈까스,크림스프
2017-12-29,금,2665,489,242,5,0.0,394.0,209.0,해물죽/쌀밥,냉이된장국,마늘쫑건새우볶음,쌀밥/잡곡밥,어묵국,닭볶음탕,쌀밥/잡곡밥,육개장,자반고등어구이
2018-01-02,화,2655,73,102,301,0.0,1148.0,432.0,흑임자죽/쌀밥,시래기국,명엽채무침,쌀밥/잡곡밥,사골떡국,한방소갈비찜,쌀밥/잡곡밥,대구매운탕,유산슬
2018-01-03,수,2655,60,207,0,0.0,883.0,441.0,누룽지탕/쌀밥,어묵국,치커리사과무침,곤드레밥*간장양념,청량된장찌개,굴비구이,쌀밥/잡곡밥,홍합탕,사천식탕수육
2018-01-04,목,2655,67,226,326,0.0,893.0,435.0,닭죽/쌀밥,선지해장국,브로컬리들깨찜,쌀밥/잡곡밥,콩가루배추국,제육볶음,날치알김치볶음밥,어묵우동,새우또띠아
2018-01-05,금,2655,152,246,58,0.0,762.0,509.0,시금치죽/쌀밥,매생이굴국,가지두반장볶음,쌀밥/잡곡밥,부대찌개,깐풍기,쌀밥/잡곡밥,연두부탕,순대오징어볶음
2018-01-08,월,2655,100,194,377,0.0,1178.0,554.0,누룽지탕/쌀밥,민물새우찌개,김자반,쌀밥/잡곡밥,황태국,소불고기,쌀밥/잡곡밥,냉이된장국,등갈비김치찜
2018-01-09,화,2655,70,215,298,0.0,816.0,349.0,견과류죽/쌀밥,감자국,멸치볶음,쌀밥/잡곡밥,근대국,양파치킨,목살필라프,옥수수스프,토마토스파게티
2018-01-10,수,2655,58,210,0,0.0,865.0,423.0,누룽지탕/쌀밥,유부김치국,두부쑥갓무침,콩나물밥,맑은국,고추잡채*꽃빵,쌀밥/잡곡밥,쇠고기미역국,주꾸미굴소스볶음
2018-01-11,목,2655,73,238,337,0.0,911.0,430.0,녹두죽/쌀밥,닭개장,감자채볶음,쌀밥/잡곡밥,봄동된장국,오징어돈육볶음,쌀밥/잡곡밥,뼈감자탕,삼치된장구이
2018-01-12,금,2655,163,266,59,0.0,679.0,398.0,야채죽/쌀밥,콩나물국,미역줄기볶음,쌀밥/잡곡밥,차돌박이찌개,명태코다리강정,쌀밥/잡곡밥,시래기국,훈제오리구이
2018-01-15,월,2655,112,192,443,0.0,1256.0,480.0,누룽지탕/쌀밥,감자고추장찌개,시금치나물,쌀밥/잡곡밥,아욱국,유자청제육볶음,쌀밥/잡곡밥,매운버섯국,굴비구이
2018-01-16,화,2655,73,216,405,0.0,1076.0,523.0,홍게살죽/쌀밥,열무된장국,느타리호박볶음,쌀밥/잡곡밥,꽃게탕,미니채소떡갈비,김치주먹밥,쌀국수,국물떡볶이
2018-01-17,수,2655,70,223,0,0.0,969.0,466.0,누룽지탕/쌀밥,대구매운탕,아삭고추무침,나물비빔밥,가쯔오장국,치킨핑거,쌀밥/잡곡밥,콩나물국,삼겹살구이
